tns_name,previous_name,repeater_name,event_id,sub_num,ra,ra_err,dec,dec_err,ra_dec_notes,gl,gb,exp_up,exp_up_err,exp_low,exp_low_err,exp_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,fluence,fluence_err,fluence_notes,fluence_win_extended,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,notes_fitb,intrachan_flag,excluded_flag,sidelobe_flag,citizen_science_flag,catalog1_flag,catalog1_param_flag
FRB20181219C,,,23070533,0,17.85227729,0.191631119,14.10985636,0.232996131,,130.2469829,-48.47802978,83.24597819,44.52892874,0,0,,18.57728767,648.616333,nan,3.233283071,nan,6.182308615,26.98092846,647.7604768,0.013553386,611.2838475,620.3849733,0.00589824,0.004771096,0.000480469,1.323475362,0.808693076,6.414881576,3.362148207,,1,58471.14003,1.74E-09,58471.13984,4.42E-09,0.000759974,8.34E-05,-3.32566647,0.820024899,-3.14504917,1.655282329,644.8608398,400.2075195,400.2075195,1865350.029,1866071,0.296936035,,0,0,0,0,1,0
FRB20181219A,,FRB20181128A,23110229,0,73.89999118,0.219713663,63.38481863,0.236043768,,146.5933362,12.39284739,165.4714029,99.27001589,0,0,,10.24961376,449.6641846,0,17.23260433,0,51.12565226,16.60787128,451.1951081,0.103918656,339.4036511,300.0167987,0.0098304,0.016510384,0.003322763,0.386232447,0.384635601,4.996062836,2.641433194,,1,58471.29493,1.60E-08,58471.29479,3.50E-08,0.00182045,0.000367854,15.90141809,4.057366478,-28.09631482,6.050403144,707.1166992,400.2075195,531.0913086,1884108.179,1884377,0.290039063,,0,0,0,0,1,0
FRB20181220A,,,23232723,0,346.1140535,0.161438637,48.4358628,0.160505134,,105.2408806,-10.72672932,133.7593518,52.11796526,0,0,,27.57836533,208.6571198,nan,1.043511287,nan,2.001446333,47.25280774,209.5058802,0.004188331,83.60404283,87.19901088,0.00098304,0.001059563,4.97E-05,1.094907341,0.641634108,3.246990743,1.668590826,,1,58472.04666,2.70E-10,58472.0466,1.28E-09,0.000180893,1.10E-05,10.37068981,1.392064637,-69.70508232,6.334819256,517.0043945,400.2075195,431.0913086,1991987.172,1994213,0.248657227,,0,0,0,0,1,0
FRB20181220B,,,23296651,0,278.5210429,0.216143495,84.86758386,0.305509563,,117.1655887,27.39861924,776.1405917,399.7817422,863.368453,441.8493754,,13.39884472,257.1820374,1.474481729,0.853556918,2.967774003,1.698203531,24.02183943,257.7457215,0.001724974,203.9720247,207.3462319,0.00196608,0,nan,1.432425055,0.714134805,2.020973484,0.929303638,,1,58472.35478,1.93E-10,58472.3547,5.52E-10,0.000211133,3.70E-06,5.36696817,1.182512885,-16.2591243,2.44056145,687.6586914,400.2075195,472.0092773,417302.9512,417874,0.362365723,,0,0,0,0,1,0
FRB20181221A,,,23438043,0,230.6407406,0.191823785,25.85797134,0.206951793,,39.53869603,56.289657,83.49894538,45.73706688,0,0,,18.61545563,313.7944336,nan,2.743706532,nan,4.956038583,77.11059555,316.3212905,0.017521465,291.8353796,292.0946463,0.00393216,0.006314406,0.000247184,1.082555297,0.449089775,7.295992924,2.668878891,,1,58473.72402,2.15E-09,58473.72392,5.68E-09,0.000653436,3.71E-05,58.53435214,2.51738082,-119.4804081,4.897161775,587.3901367,445.0073242,511.2670898,1907921.956,1913861,0.278930664,,0,0,0,0,1,0
FRB20181221B,,,23463808,0,297.5328361,0.04687465,80.76069118,0.023901576,,113.1080257,24.44827297,465.4516816,257.1160422,497.0665281,256.8837255,,26.72081375,1392.665039,1.592849942,0.564164283,2.616659432,0.957275283,51.51304634,1394.866773,0.004932029,1335.685284,1337.073103,0.00196608,0,nan,1.110976705,0.627029524,3.810527368,1.634666507,,1,58473.94144,5.02E-10,58473.94102,1.56E-09,0.000647323,7.52E-06,24.24387371,1.440790024,-60.44758159,3.284876557,594.4458008,402.355957,489.050293,1878814.406,1881462,0.291137695,,0,0,0,0,1,0
FRB20181222A,,FRB20180916B,23491552,0,29.51554241,0.18032165,65.73362097,0.184670387,,129.711452,3.742642076,210.9762619,96.65715447,0,0,,23.9827404,349.379364,0,4.754329351,0,10.59196985,230.239118,348.7977797,0.004831907,150.2970262,25.91103261,0.02260992,0,nan,4.93510965,1.492001887,52.78093564,15.34549145,,1,58474.16624,9.80E-10,58474.16614,1.75E-09,0.000297702,3.00E-06,537.8793215,23.74783913,-478.1262837,21.20524709,752.8198242,655.2856445,702.355957,1166399.949,1219384,0.270324707,,0,0,0,0,1,0
FRB20181222A,,FRB20180916B,23491552,1,29.51554241,0.18032165,65.73362097,0.184670387,,129.711452,3.742642076,210.9762619,96.65715447,0,0,,23.9827404,349.379364,0,4.754329351,0,10.59196985,230.239118,348.7977797,0.004831907,150.2970262,25.91103261,0.02260992,0,nan,4.93510965,1.492001887,52.78093564,15.34549145,,1,58474.16624,1.14E-09,58474.16614,1.85E-09,0.003313321,6.54E-05,521.5556512,14.16123948,-447.3842758,12.21459614,770.1293945,667.2241211,716.8334961,1166399.949,1219384,0.270324707,,0,0,0,0,1,0
FRB20181222A,,FRB20180916B,23491552,2,29.51554241,0.18032165,65.73362097,0.184670387,,129.711452,3.742642076,210.9762619,96.65715447,0,0,,23.9827404,349.379364,0,4.754329351,0,10.59196985,230.239118,348.7977797,0.004831907,150.2970262,25.91103261,0.02260992,0,nan,4.93510965,1.492001887,52.78093564,15.34549145,,1,58474.16624,9.66E-10,58474.16614,1.74E-09,0.000333062,2.07E-06,405.1546154,8.704438112,-367.8485405,7.94416627,751.2573242,641.3452148,694.128418,1166399.949,1219384,0.270324707,,0,0,0,0,1,0
FRB20181222A,,FRB20180916B,23491552,3,29.51554241,0.18032165,65.73362097,0.184670387,,129.711452,3.742642076,210.9762619,96.65715447,0,0,,23.9827404,349.379364,0,4.754329351,0,10.59196985,230.239118,348.7977797,0.004831907,150.2970262,25.91103261,0.02260992,0,nan,4.93510965,1.492001887,52.78093564,15.34549145,,1,58474.16624,2.77E-09,58474.16614,3.13E-09,0.005413356,0.000230205,270.0895353,15.70423491,-280.1045364,16.35685524,709.6069336,591.9555664,648.1079102,1166399.949,1219384,0.270324707,,0,0,0,0,1,0
FRB20181222A,,FRB20180916B,23491552,4,29.51554241,0.18032165,65.73362097,0.184670387,,129.711452,3.742642076,210.9762619,96.65715447,0,0,,23.9827404,349.379364,0,4.754329351,0,10.59196985,230.239118,348.7977797,0.004831907,150.2970262,25.91103261,0.02260992,0,nan,4.93510965,1.492001887,52.78093564,15.34549145,,1,58474.16624,9.96E-10,58474.16614,1.76E-09,0.00193764,3.84E-05,356.192,10.82342827,-342.7643508,10.34077523,730.3100586,619.934082,672.8637695,1166399.949,1219384,0.270324707,,0,0,0,0,1,0
FRB20181222B,,,23511287,0,90.07289963,0.22045795,38.55463957,0.07632175,,173.2108559,7.478937917,80.80766831,60.1069768,0,0,,9.45191288,619.5014038,nan,0.538616539,nan,1.003923525,12.49861944,619.2322061,0.004315357,471.0878802,408.7603868,0.00196608,0,nan,0.431913528,0.192005752,0.532439646,0.216953201,,1,58474.3296,3.39E-10,58474.32941,1.34E-09,0.000298414,1.00E-05,-0.321775406,1.694914305,-5.028091861,3.089589459,763.1225586,400.2075195,400.2075195,1980293.785,1980444,0.253845215,,0,0,0,0,1,0
FRB20181222C,,,23521531,0,130.9377212,0.232828344,68.32370452,0.245375321,,146.4800076,35.34256889,200.0613621,113.8202897,0,0,,11.01471901,1104.750488,nan,1.436323982,nan,2.844280271,17.72643778,1104.722056,0.005138489,1058.220651,1065.27448,0.00393216,0.0030824,0.000323521,0.870104866,0.414766885,3.084448695,1.155674342,,1,58474.45082,5.52E-10,58474.45049,1.64E-09,6.73E-05,4.36E-05,-2.653795142,1.631620646,-5.323329701,3.92305621,630.1879883,400.2075195,400.2075195,1945467.773,1945775,0.266906738,,0,0,0,0,1,0
FRB20181222D,,,23522692,0,188.1710703,0.218843454,56.15871127,0.082895622,,128.2812834,60.77433427,125.2000869,73.80622525,0,0,,10.4644661,1413.692505,nan,nan,nan,nan,19.08889382,1417.538401,0.16445499,1386.29776,1394.883027,0.01572864,0,nan,0.22,0.16,1.23,0.82,Flux/fluence measurements and errors taken from Catalog 1.,1,58474.60662,1.24E-08,58474.60619,5.09E-08,0.005873227,0.0003622,10.38060588,2.987401885,-46.32228,10.65604992,559.4360352,400.2075195,447.644043,2010055.614,2010414,0.242553711,,0,0,0,0,1,1
FRB20181222E,,,23526901,0,52.44241068,0.042743757,86.96802467,0.246131838,,125.0592306,24.7755808,1421.802329,663.297162,1281.64109,604.8611935,,17.67756271,328.3518982,0.464854144,0.356176023,0.883592143,0.676140935,33.74317028,327.9672328,0.008377264,268.1536882,268.4685237,0.00294912,0.003652431,0.000287791,0.936977329,0.547692955,0.638081744,0.504546858,,1,58474.7189,1.13E-09,58474.7188,2.76E-09,0.000347214,0.000138616,4.682469348,0.992213877,-18.366982,2.177274569,647.7416992,400.2075195,454.6020508,1766783.516,1767894,0.33392334,Fitburst was run with an older version that used the upper edge of the frequency channel and the start of the time integration rather than the channel and integration centers used in the current version.,0,0,0,0,1,0
FRB20181222E,,,23526901,1,52.44241068,0.042743757,86.96802467,0.246131838,,125.0592306,24.7755808,1421.802329,663.297162,1281.64109,604.8611935,,17.67756271,328.3518982,0.464854144,0.356176023,0.883592143,0.676140935,33.74317028,327.9672328,0.008377264,268.1536882,268.4685237,0.00294912,0.003652431,0.000287791,0.936977329,0.547692955,0.638081744,0.504546858,,1,58474.7189,2.40E-09,58474.7188,3.47E-09,0.001029821,0.000184808,10.86797809,4.057109987,-23.6610961,6.844480359,687.8295898,400.2075195,503.503418,1766783.516,1767894,0.33392334,Fitburst was run with an older version that used the upper edge of the frequency channel and the start of the time integration rather than the channel and integration centers used in the current version.,0,0,0,0,1,0
FRB20181223A,,FRB20180916B,23588210,0,29.46461375,0.167368639,65.73732105,0.170340976,,129.6902265,3.740877234,224.7312927,84.55840968,0,0,,31.78769112,352.6143494,0,4.754329351,0,10.59196985,76.20837163,349.4810999,0.048841092,150.9352728,26.51712029,0.00786432,0.027591478,0.001094933,2.117479495,0.843351096,14.1098829,4.874138848,,1,58475.16075,9.30E-09,58475.16065,1.73E-08,0.000823084,4.35E-05,130.5072253,6.002982671,-133.8536358,6.003009208,742.9321289,571.5209961,651.6235352,1908708.284,1914509,0.278686523,,0,0,0,0,1,0
FRB20181223B,,,23613347,0,174.9592053,0.212676074,21.59446885,0.243490228,,227.806972,72.80063217,78.05432732,45.23322376,0,0,,12.40603733,564.5064697,nan,5.830494629,nan,10.3525771,22.9122062,565.4368842,0.171768535,540.1177414,545.4349378,0.01081344,0.012512619,0.002295572,0.72157286,0.343057873,3.700079667,1.135542345,,1,58475.56319,3.10E-08,58475.56302,6.01E-08,0.001307562,0.000160984,135.1978478,18.30319639,-154.8820023,20.40792955,699.4750977,548.1323242,619.1772461,1887909.031,1888427,0.288513184,,0,0,0,0,1,0
FRB20181223C,,,23613379,0,181.1080516,0.183961742,27.57810776,0.198230178,,207.765419,79.55671681,81.65228018,41.66985272,0,0,,19.49203491,111.6072998,nan,1.179984734,nan,2.142715857,28.48599875,112.4973305,0.006876977,92.52414489,93.28771967,0.00196608,0,nan,1.280764941,0.509756404,3.015615385,1.037755014,,1,58475.58023,8.83E-10,58475.5802,2.24E-09,0.000637863,2.75E-05,4.156635847,0.916336112,-9.128717393,1.567291089,800.1831055,400.2075195,502.5024414,1991140.548,1991946,0.249511719,,0,0,0,0,1,0
FRB20181224A,,,23676345,0,355.1268029,0.025085931,44.5577055,0.07539334,,109.8496148,-16.504765,162.3924682,11.90798698,0,0,,64.99546814,308.9419556,nan,2.075732265,nan,3.864526998,104.90947,310.1776122,0.0002998,225.0674289,231.4882595,0.00196608,0,nan,4.715325709,2.095864621,6.673942526,2.962846656,,1,58476.06173,4.42E-11,58476.06164,9.93E-11,0.000208193,8.17E-07,3.265923717,0.220364311,-5.406039844,0.302020294,800.1831055,400.2075195,541.3208008,1977868.003,1988868,0.250671387,,0,0,0,0,1,0
FRB20181224B,,,23688049,0,45.36891482,0.202245198,46.13987318,0.205574792,,145.2281568,-11.0264708,111.4562607,62.54667785,0,0,,13.9704628,779.633606,nan,1.730210818,nan,3.3238644,22.76785001,780.974318,0.024570358,659.2610391,639.9668714,0.00786432,0.009090197,0.001202306,0.676156304,0.377624598,2.744249597,1.392735559,,1,58476.20337,4.36E-09,58476.20313,8.56E-09,0.001054375,0.000146221,-1.479950966,0.872937543,-1.28249522,1.279652298,800.1831055,400.2075195,400.2075195,2012493.625,2013005,0.241577148,,0,0,0,0,1,0
FRB20181224C,,,23708420,0,115.2326967,0.216017062,60.27283826,0.209608449,,156.6991907,29.37608099,152.2098965,88.94009314,0,0,,13.28829288,608.178894,nan,nan,nan,nan,26.4674258,596.2818648,0.222569077,540.876734,543.2458313,0.044236801,0.123217502,0.011783353,0.458816644,0.2367616,10.51627729,3.768580756,,0,58476.40017,4.50E-08,58476.39999,8.05E-08,0.003049572,0.000850001,-0.759949237,0.818399618,-1.715132762,1.122103562,800.1831055,400.2075195,400.2075195,4021813.475,4022507,0.246887207,,0,0,0,0,1,0
FRB20181224D,,,23712684,0,182.1877141,0.053485438,54.85169185,0.21188414,,135.7186086,61.20416192,125.3701536,70.3822382,0,0,,11.2375536,690.6712646,nan,0.968203111,nan,1.849865675,13.7123458,690.0329186,0.029598553,658.7257998,667.7522163,0.00393216,0,nan,0.258704346,0.162025228,1.38569952,0.666379357,,1,58476.58323,2.69E-09,58476.58302,9.27E-09,0.001374486,0.000116752,-3.313370396,1.408309671,1.081653877,2.54132977,800.1831055,400.2075195,400.2075195,2001321.972,2001504,0.245910645,,0,0,0,0,1,0
FRB20181224E,,,23723094,0,239.4087556,0.03271509,7.322511017,0.191596363,,17.58592739,41.69745687,94.84525973,24.92372882,0,0,,32.3736763,580.6814575,nan,2.225235543,nan,4.369467277,42.36046822,581.8734167,0.006645519,545.281826,549.3024677,0.00294912,0,nan,3.701560479,1.999680782,8.08289574,4.484051461,,1,58476.73965,7.20E-10,58476.73947,2.12E-09,0.000892507,2.58E-05,5.427900317,0.771741489,-16.7764,1.669085542,681.4331055,400.2075195,470.4711914,1818761.591,1820545,0.314086914,,0,0,0,0,1,0
FRB20181224E,,,23723094,1,239.4087556,0.03271509,7.322511017,0.191596363,,17.58592739,41.69745687,94.84525973,24.92372882,0,0,,32.3736763,580.6814575,nan,2.225235543,nan,4.369467277,42.36046822,581.8734167,0.006645519,545.281826,549.3024677,0.00294912,0,nan,3.701560479,1.999680782,8.08289574,4.484051461,,1,58476.73965,1.17E-09,58476.73947,2.31E-09,0.000516051,4.20E-05,1.882522164,2.619836358,-4.224049265,3.419712909,800.1831055,400.2075195,500.0854492,1818761.591,1820545,0.314086914,,0,0,0,0,1,0
FRB20181225A,,FRB20180916B,23789294,0,29.89469025,0.2027904,65.72456471,0.211813668,,129.8646756,3.774175774,190.204783,108.4162006,0,0,,16.17401695,346.1443787,0,4.754329351,0,10.59196985,30.38636193,349.4976855,0.081390433,151.5051737,27.36766566,0.00688128,0,nan,0.606446427,0.32222612,3.107792802,1.393823853,,1,58477.16185,5.24E-09,58477.16175,2.50E-08,0.003185338,0.000144094,31.9403063,3.444193593,-141.2600943,14.42490156,509.0942383,400.2075195,448.1079102,1938216.669,1939134,0.26940918,,0,0,0,0,1,0
FRB20181225B,,,23793040,0,34.03622648,0.23173916,88.17759142,0.262339501,,123.6607715,25.42703775,2741.828457,857.3065236,2180.983396,834.6854785,,19.07786942,299.236969,5.900454215,4.509253014,10.99297647,8.497309058,28.139266,299.2697928,0.0165811,240.9436736,242.1705739,0.00393216,0,nan,1.792007458,0.913890066,5.990222515,2.626459746,,1,58477.21515,2.57E-09,58477.21506,5.60E-09,0.001251244,7.18E-05,6.963416221,1.143666207,-10.65240052,1.689985143,800.1831055,400.2075195,554.8950195,1834020.182,1834806,0.30871582,,0,0,0,0,1,0
FRB20181226G,,,23870927,0,349.0476455,0.189626045,44.94028054,0.183340609,,105.7449322,-14.7293639,117.4693808,58.45713455,0,0,,18.75259399,409.2267761,nan,1.708683966,nan,3.288569656,26.87328139,408.9674843,0.01285015,315.0145419,322.2726182,0.0049152,0.010413354,0.001080904,0.73385332,0.415078707,4.35507718,2.172116598,,1,58478.04316,2.31E-09,58478.04304,4.49E-09,0.000463814,8.87E-05,-1.678171502,0.768644824,-1.19357199,1.101147194,800.1831055,400.2075195,400.2075195,2002407.827,2003123,0.245300293,,0,0,0,0,1,0
FRB20181226A,,FRB20180916B,23891929,0,29.46490131,0.196159723,65.73325283,0.203556338,,129.6913801,3.736973498,194.0398217,105.9178478,0,0,,16.68227959,347.7618713,0,4.754329351,0,10.59196985,65.52104259,348.8110553,0.010274777,150.227683,25.80772614,0.00688128,0,nan,1.535100996,0.435023903,6.42427026,1.138344188,,1,58478.15521,1.48E-09,58478.1551,3.42E-09,0.000459877,9.51E-06,151.9413999,11.05305414,-229.6875014,15.9782395,615.7348633,504.0161133,557.0922852,733754.993,738037,0.2734375,,0,0,0,0,1,0
FRB20181226A,,FRB20180916B,23891929,1,29.46490131,0.196159723,65.73325283,0.203556338,,129.6913801,3.736973498,194.0398217,105.9178478,0,0,,16.68227959,347.7618713,0,4.754329351,0,10.59196985,65.52104259,348.8110553,0.010274777,150.227683,25.80772614,0.00688128,0,nan,1.535100996,0.435023903,6.42427026,1.138344188,,1,58478.15521,2.87E-09,58478.1551,4.21E-09,0.002858467,0.000271389,56.50691906,6.574440405,-114.327369,13.28633425,590.5151367,444.6166992,512.3901367,733754.993,738037,0.2734375,,0,0,0,0,1,0
FRB20181226D,,,23907110,0,120.2866958,0.17182317,22.15770906,0.048279034,,199.6132934,24.76131793,78.21680592,46.59272306,0,0,,24.15755463,386.5818176,nan,0.235700181,nan,0.435498815,33.10978369,385.3450098,0.001996083,320.2890551,306.4701131,0.00196608,0,nan,2.213998044,0.965642858,2.731131086,1.196518908,,1,58478.40366,2.51E-10,58478.40355,6.48E-10,0.000351784,7.70E-06,0.494292189,0.593106918,-4.15703418,0.956551709,800.1831055,400.2075195,424.7192383,1834849.742,1835940,0.308288574,,0,0,0,0,1,0
FRB20181226B,,,23908435,0,182.746986,0.039480058,12.43489965,0.178685469,,268.1347561,72.51497151,92.41875824,30.48376563,0,0,,52.44033813,287.9144897,nan,14.65972509,nan,25.99764742,160.0824339,287.007526,0.003508931,259.1009802,266.2513286,0.00589824,0.009034417,0.000184468,7.940881346,2.886408085,51.36861138,17.85337302,,1,58478.57703,8.22E-10,58478.57695,1.34E-09,0.000308045,7.09E-05,3.145148819,1.170872205,-13.31597184,2.466498085,682.5805664,400.2075195,450.3540039,1833971.614,1859586,0.299377441,,0,0,0,0,1,0
FRB20181226B,,,23908435,1,182.746986,0.039480058,12.43489965,0.178685469,,268.1347561,72.51497151,92.41875824,30.48376563,0,0,,52.44033813,287.9144897,nan,14.65972509,nan,25.99764742,160.0824339,287.007526,0.003508931,259.1009802,266.2513286,0.00589824,0.009034417,0.000184468,7.940881346,2.886408085,51.36861138,17.85337302,,1,58478.57703,5.24E-10,58478.57695,1.18E-09,0.000853568,2.25E-05,1.583418942,0.150285409,-8.13508284,0.252449539,750.8911133,400.2075195,441.1010742,1833971.614,1859586,0.299377441,,0,0,0,0,1,0
FRB20181226E,,,23948798,0,303.3463315,0.206072843,73.64109956,0.22153287,,106.5743692,20.47459121,275.8264958,149.7830874,275.7497804,45.14022584,,16.4541626,308.9419556,0.380343178,0.054686398,0.702852954,0.105281446,24.8056158,308.8138936,0.010871077,240.0873831,237.6386485,0.00196608,0.001627546,0.000142057,0.429230882,0.358935318,1.170230201,0.696759811,,1,58478.91026,8.42E-10,58478.91016,3.37E-09,0.000230611,3.15E-05,11.27377025,2.569060365,-54.9928625,9.7557516,544.0551758,400.2075195,443.3959961,1675922.681,1676531,0.368347168,,0,0,0,0,1,0
FRB20181227A,,,23983666,0,31.44682632,0.224927369,78.37699651,0.272048563,,126.7637291,16.06212745,354.5328537,195.8032039,388.4851852,179.6583142,,9.247331619,790.9560547,14.47490901,3.712717181,28.125488,7.346006394,11.9593168,791.1883858,0.012741202,700.8496984,677.9813557,0.00196608,0,nan,0.937508273,0.571950288,2.030168092,0.973221709,,1,58479.15604,2.09E-09,58479.15581,4.35E-09,0.000512277,4.08E-05,6.867923534,2.755476503,-9.013291571,3.384658938,800.1831055,400.2075195,585.7788086,1949688.975,1949826,0.265380859,,0,0,0,0,1,0
FRB20181228A,,,24077552,0,7.351161185,0.212398564,10.22065606,0.272684741,,114.0513526,-52.27076551,78.06286414,44.73834035,0,0,,12.60419273,748.901123,nan,5.80853006,nan,11.25412647,18.25381513,748.6318202,0.018544439,714.368666,722.977095,0.00196608,0.003731386,0.000458916,1.074167404,0.823391208,4.85793379,2.605404827,,1,58480.08521,2.13E-09,58480.08498,5.95E-09,0.000437773,6.60E-05,5.0815397,1.79654476,-16.61917179,3.695752423,676.574707,400.2075195,466.2963867,1721066.798,1721393,0.308776855,,0,0,0,0,1,0
FRB20181228B,,,24114218,0,250.3511075,0.201831801,63.84957345,0.209139124,,94.65319314,38.32417735,167.4393171,96.06713456,0,0,,15.50068474,566.1239624,nan,0.328776756,nan,2.964824778,27.29877165,568.5811213,0.025032288,528.5093819,535.0691019,0.00884736,0.00598446,0.000445701,0.394224831,0.247988303,2.753680159,1.269875049,,1,58480.75551,1.26E-09,58480.75533,7.61E-09,0.000117575,4.52E-05,47.38057072,5.713217538,-286.1897262,32.52931955,475.5249023,400.2075195,434.7290039,1841518.777,1842257,0.305908203,,0,0,0,0,1,0
FRB20181228C,,,24118918,0,265.1697757,0.228703792,54.35886879,0.226384999,,82.10495876,31.88077554,127.5438273,74.21190611,0,0,,11.10545635,509.5115662,nan,0.751554234,nan,1.449656413,15.4498826,510.5432421,0.00340892,464.7544725,471.5543142,0.00196608,0,nan,0.383741707,0.183444895,1.025208987,0.439176483,,1,58480.80301,3.64E-10,58480.80286,1.08E-09,0.000330042,1.30E-05,0.458003373,1.407981917,-4.562064729,2.308103562,800.1831055,400.2075195,420.7885742,1972111.301,1972344,0.256896973,,0,0,0,0,1,0
FRB20181229A,,,24194876,0,137.2011501,0.17398462,42.01228944,0.172554598,,179.5309166,42.70479195,113.4824434,50.98151756,0,0,,23.58943939,955.9407959,nan,3.086084482,nan,5.623308007,32.58277095,955.4464873,0.003666725,912.4470817,923.2463405,0.00393216,0.01356566,0.000825121,1.032902055,0.366296256,4.045337718,1.593223849,,1,58481.44095,6.71E-10,58481.44066,1.29E-09,6.41E-05,2.33E-05,4.101624707,0.947268733,-6.898989068,1.15282115,800.1831055,400.2075195,538.7329102,1975338.363,1976393,0.255371094,,0,0,0,0,1,0
FRB20181229B,,,24202561,0,238.4391173,0.232159767,19.77507341,0.264087055,,32.99828429,47.77024076,74.54536857,45.31547879,0,0,,11.13296127,375.2593079,nan,6.111468269,nan,12.73117386,21.72457987,389.0287764,0.125260149,359.558654,361.243828,0.020643842,0.028124159,0.002638324,0.383623546,0.340052663,6.045074439,4.444477614,,1,58481.72495,8.57E-09,58481.72484,3.85E-08,0.001381203,0.000416938,18.68810778,3.248598258,-88.13250474,12.71688375,523.0102539,400.2075195,444.9584961,1969610.043,1970075,0.257751465,,0,0,0,0,1,0
FRB20181230A,,,24242441,0,345.9789716,0.213146831,83.37356629,0.256589362,,119.7243016,21.18212966,630.2269402,324.8980589,617.7802058,346.6547796,,14.07440853,763.4586182,24.8097767,11.87671906,47.52540324,22.20263825,31.6634922,769.8045378,0.245989366,700.5572086,695.1746329,0.033423359,0.221630032,0.016629136,0.635832069,0.254770099,12.28961101,4.26616313,,1,58482.02102,5.21E-08,58482.02079,9.03E-08,0.001155532,0.000385027,103.8306597,12.75533224,-87.59006092,10.64283022,800.1831055,615.5639648,723.9135742,7540681.423,7541677,0.294006348,,0,0,0,0,1,0
FRB20181230B,,,24249476,0,20.42099076,0.215245345,79.7040356,0.247802546,,124.3405751,16.91510802,417.3540604,231.4562753,401.057959,214.3978627,,12.83919811,1135.48291,27.91199491,8.381081935,54.92196997,16.84018567,18.13812623,1136.88486,0.035305248,1048.1407,1025.81856,0.00589824,0.033270241,0.005230817,0.92901694,0.517389496,8.772510677,4.079307751,,1,58482.11079,6.03E-09,58482.11044,1.22E-08,0.000516376,0.000378156,0.20850526,1.281293555,-3.55670509,1.73658619,800.1831055,400.2075195,412.097168,1944805.008,1945127,0.267150879,,0,0,0,0,1,0
FRB20181230C,,,24282081,0,245.7445514,0.212370321,50.5227323,0.205423826,,78.21577355,43.89936245,117.2191357,65.86395334,0,0,,14.31633186,1036.815674,nan,2.511777013,nan,4.635689701,17.77450655,1037.131474,0.021437936,1000.248347,1008.0231,0.00196608,0,nan,0.820397047,0.389585259,2.12625643,0.834663694,,1,58482.73815,4.16E-09,58482.73784,7.65E-09,0.000558678,3.95E-05,15.15821484,8.216137422,-14.05300517,7.873881578,800.1831055,457.8491211,686.2670898,1930886.067,1931196,0.272399902,,0,0,0,0,1,0
FRB20181230D,,,24291235,0,255.2973015,0.202653445,50.50766678,0.203702137,,77.35875495,37.86377549,119.3064489,66.60620289,0,0,,13.28144646,224.8320923,nan,2.350070831,nan,4.38126072,20.09372315,223.9218126,0.001847656,183.2655846,190.9420236,0.00196608,0,nan,0.978934182,0.476228051,1.559526175,0.668054663,,1,58482.76638,3.06E-10,58482.76631,6.32E-10,0.000200536,4.01E-06,4.21941813,1.418606356,-5.091585609,1.741395124,800.1831055,400.2075195,605.6518555,742542.2423,742940,0.268615723,,0,0,0,0,1,0
FRB20181230E,,,24297172,0,115.7588353,0.230984816,87.04637667,0.302024446,,126.1854835,27.75006924,1408.970249,649.6910795,1407.647582,606.9524542,,13.91196442,1041.668091,5.330085424,3.861472632,8.584231113,6.240628494,19.24206278,1041.436237,0.073832177,987.3313183,990.5718869,0.01081344,0.019921031,0.002766763,0.757067062,0.378698947,6.565660472,0.394800945,,1,58482.85931,1.05E-08,58482.85899,2.45E-08,0.001536512,0.000348226,6.813735535,1.754798481,-16.78168154,2.931176468,710.0708008,400.2075195,490.2709961,1771585.743,1771949,0.332397461,,0,0,0,0,1,0
FRB20181231A,,,24342210,0,29.78551094,0.166950986,20.95958062,0.181846895,,143.4690521,-39.19698332,97.81938358,40.24350237,0,0,,28.26808167,1376.48999,nan,0.283578284,nan,0.506521803,40.3582381,1376.622314,0.008645044,1333.624724,1342.310601,0.00196608,0,nan,0.815017442,0.426739198,2.367307906,1.105503045,,1,58483.13804,1.64E-09,58483.13762,3.07E-09,0.000537843,1.26E-05,21.61248714,2.541331705,-21.55682998,2.509537639,800.1831055,476.4770508,660.6567383,1846467.213,1848090,0.303710938,,0,0,0,0,1,0
FRB20181231B,,,24365582,0,125.4217265,0.113112158,55.94825567,0.130076314,,161.8936864,34.68082023,169.3575688,53.99457196,0,0,,33.15968704,198.9521484,nan,0.207969883,nan,0.369723368,50.23565038,197.4019446,0.014103968,148.647117,154.8578212,0.00196608,0,nan,1.056647147,0.353409142,2.275274155,0.761550183,,1,58483.41388,2.70E-09,58483.41382,5.02E-09,0.000580801,1.59E-05,66.83346633,4.609378466,-64.779781,4.493269652,800.1831055,555.1879883,670.3491211,642400.3794,644918,0.365112305,,0,0,0,0,1,0
